name score
arassen 1.0
jayakatwang 1.0
mams 0.0
pessius 1.0
maly 0.0
bermet 0.0
guranda 0.0
jamial 1.0
greivis 1.0
mama 0.36363636363636365
anticles 1.0
mame 0.3
talman 1.0
mali 0.75
hemetre 0.0
malo 1.0
shizuma 1.0
magued 1.0
mall 0.0
mishil 0.0
rogener 1.0
shinnosuke 1.0
talmai 1.0
ohene 1.0
ahmed-pasa 1.0
porphyry 1.0
malu 0.0
soozie 0.0
taysir 1.0
mushulatubbee 1.0
hammasa 0.0
joshiy 1.0
migettuwatte 1.0
mala 0.18181818181818182
amousse 1.0
male 1.0
maon 0.0
maol 1.0
maor 1.0
brankica 0.0
yugabharathi 1.0
maoz 1.0
remember 1.0
bhaviveka 1.0
ensio 1.0
monaxius 1.0
manz 1.0
torkil 1.0
oldrich 1.0
quinim 1.0
grynner 1.0
kveta 0.0
shalim-ahum 1.0
stasys 1.0
ovidijus 1.0
shizuka 0.2
gaylyne 0.0
sunsun 0.0
manj 1.0
tsunehiko 1.0
mano 1.0
mann 1.0
manu 0.9803921568627451
shizuki 0.0
kiattipong 1.0
mans 1.0
many 1.0
nahmanides 1.0
shimoga 1.0
adegboyega 1.0
bobeche 1.0
mamy 1.0
aetion 1.0
lucrecia 0.0
mana 0.5909090909090909
rohitha 1.0
samudra 1.0
htay 1.0
aetios 1.0
shizuko 0.0
charlemagne 1.0
ishtiaq 1.0
liutpert 1.0
sanila 1.0
mani 0.9444444444444444
mansell 1.0
mang 1.0
clodia 0.0
martillo 1.0
lunice 1.0
sefanaia 1.0
specs 1.0
torkom 1.0
pharrell 1.0
jamiel 1.0
inukai 1.0
abgar 0.5
nitinbhai 1.0
elting 1.0
lobilo 1.0
bjaðmunjo 1.0
speck 1.0
keshrim 1.0
mohydeen 1.0
credan 1.0
parzival 1.0
spede 1.0
dasha 0.0
filarete 1.0
khafif 1.0
maps 1.0
vitthal 1.0
mishel 1.0
mapu 1.0
tahounia 0.0
hisao 1.0
mapy 0.0
adailton 1.0
keiffer 1.0
suematsu 1.0
corazon 0.0
dafydd 1.0
aetius 1.0
joshna 0.0
maso 1.0
mast 1.0
mass 1.0
qadura 1.0
godomar 1.0
dinendranath 1.0
speed 1.0
robston 1.0
uzma 0.0
masa 0.7
nobuchika 1.0
bhalindra 1.0
esaias 1.0
mase 1.0
masi 1.0
sllave 1.0
speer 1.0
hisae 0.0
marq 1.0
maro 0.375
iyenemi 1.0
maru 1.0
mart 1.0
mars 1.0
marr 1.0
mary 0.009726725335803613
marx 1.0
hammatt 1.0
celerino 1.0
marv 1.0
hisako, 0.0
kirron 0.0
marz 0.5
scribe 1.0
mara 0.05263157894736842
alaide 0.0
bogar 1.0
matidia 0.0
kiarash 1.0
mare 0.14285714285714285
marc 1.0
mari 0.053763440860215055
marg 0.0
raskhan 1.0
marl 1.0
mark 1.0
mykayla 0.0
marj 0.0
htin 1.0
susana 0.0
maus 1.0
susane 0.0
skirgaila 1.0
a-mei 0.0
onohana 1.0
denyce 0.0
quincy 0.9534883720930233
farizal 1.0
mava 0.0
notulu 0.0
doraiswamy 1.0
josipina 0.0
maud 0.013888888888888888
afsir 1.0
ledjie 1.0
machol 1.0
watcyn 1.0
tokhtamysh 1.0
susann 0.0
susant 1.0
ashton 0.9318181818181818
auckland 1.0
rijkman 1.0
mauk 1.0
pallathu 1.0
maui 0.5
nariman 0.9166666666666666
doraiswami 1.0
machon 1.0
quince 1.0
mats 1.0
mishal 0.6666666666666666
matt 0.9986468200270636
shafiur 1.0
malbim 1.0
geerike 0.0
matz 1.0
moraima 0.0
kiriakos 1.0
maty 1.0
jurate 0.0
shafiul 1.0
staten 1.0
mata 0.3
maitena 0.0
opgezwolle 1.0
cayle 0.0
mate 0.9487179487179487
purnachandra 1.0
vadhir 1.0
mati 1.0
math 1.0
mato 1.0
stefphon 1.0
bahador 1.0
khairuzzaman 1.0
martellus 1.0
champfleury 1.0
spotka 1.0
sukhumabhinanda 1.0
nuray 0.0
shizuto 1.0
sirelda 0.0
loraine 0.2
masachika 1.0
ensar 1.0
gualtiero 1.0
bikheris 1.0
shenise 0.0
europe 1.0
absattar 1.0
endogan 1.0
ahinoam 1.0
spero 1.0
mohammed 1.0
pheiroijam 1.0
abdolhossein 1.0
soldier 1.0
liljay 1.0
bhavanam 1.0
yuliya 0.0
reginfrid 1.0
rubinald 1.0
petrisor 1.0
mayu 0.07692307692307693
bounnan 1.0
moreno 1.0
latavius 1.0
khafra 1.0
maze 1.0
spela 0.0
yasmany 1.0
guigues 1.0
mahankali 1.0
shizuru 0.0
ayyavu 1.0
cadwalader 1.0
mayo 0.3333333333333333
morena 0.0
dhar 0.5
bahadir 1.0
mays 1.0
murlene 0.0
dhan 1.0
shimoku 1.0
olayuk 1.0
jamila 0.0
uzra 0.0
hanzala 1.0
rawshan 1.0
nuria 0.0
maxx 1.0
shivdeep 1.0
jamile 0.0
nurik 1.0
litterial 1.0
fambare 1.0
laudomia 0.0
maya 0.08
nuris 0.0
concerts 1.0
esm-artificial 1.0
nurit 0.0
johnnie 0.9
nurio 1.0
maxi 0.625
liudas 1.0
gaafar 1.0
jamill 1.0
weaver 1.0
ummugulsum 0.0
fintan 0.9166666666666666
morell 1.0
malaquias 1.0
satvinder 1.0
adherbal 1.0
uzun 1.0
aniuar 1.0
reshika 0.0
founeke 1.0
kyleigh's 1.0
stotzas 1.0
pomponianus 1.0
tsendiin 0.75
suezan 0.0
torakusu 1.0
umayamma 1.0
htoo 1.0
moremi 0.0
monolithic 1.0
zhan 1.0
spens 1.0
zhao 0.7763975155279503
yasmani 1.0
spent 0.0
mazz 0.0
cellski 1.0
mohammad 1.0
dasan 1.0
zhai 0.8333333333333334
yashpaul 1.0
ishwarlal 1.0
wincey 0.0
tholie 1.0
sangrama 1.0
keturah 0.0
mazo 0.0
tallys 1.0
mazu 1.0
omoniyi 1.0
brickhouse 1.0
prudenci 1.0
stuka 1.0
giannino 1.0
ratmir 1.0
fatimih 0.0
madhulika 0.0
khadra 0.0
vipulroy 1.0
kalanikauleleiaiwi 0.0
kalomoira 0.0
mayhew 1.0
llewelyn 1.0
glynne 1.0
motoatsu 1.0
fairy 1.0
mekhak 1.0
savitree 0.0
heino 1.0
dileita 1.0
davar 0.0
krs-one 1.0
penthu 1.0
heine 1.0
lurleen 0.0
gackt 1.0
heini 0.9285714285714286
cocoa 0.5
rinchinnyamyn 1.0
heinz 1.0
lilija 0.0
mujinga 0.0
peruvanam 1.0
anseung 1.0
prudence 0.0
claricia 0.0
barronelle 0.0
heimo 1.0
shafimana 1.0
hkonmaing 1.0
mbah 1.0
machig 0.0
gachi 0.0
pablove 1.0
hoodlum 1.0
daved 1.0
eilean 0.0
sorakichi 1.0
browne 1.0
grendel 0.0
stump 1.0
melchor 1.0
ejiro 1.0
franciscus 1.0
wienczysław 1.0
cephalion 1.0
kicha 1.0
yardley 1.0
christinna 0.0
larisa 0.0
zhen 0.5
jenison 1.0
stunt 1.0
giannina 0.0
ajibade 1.0
edelbert 1.0
eustachio 1.0
severe 1.0
herodotos 1.0
totapuri 1.0
severo 1.0
boize 1.0
severn 1.0
valjean 1.0
severt 1.0
zeresh 1.0
dhir 1.0
cocky 0.0
heiki 1.0
cristobal 1.0
ibikunle 1.0
glynis 0.0
faina 0.0
heike 0.029411764705882353
yalaka 1.0
geori 0.0
htun 0.6666666666666666
andriani 0.0
shakunthala 0.0
boise 1.0
heiko 1.0
kicho 1.0
ewout 1.0
larion 1.0
georg 1.0
ledisi 0.0
andriana 0.0
uzzi 1.0
herodotus 1.0
uthum 1.0
eileif 1.0
gnima 0.0
isyllus 1.0
sherryl 0.0
iyyanki 1.0
hartvig 1.0
fatimeh 0.0
hartvik 1.0
abdirashid 1.0
tamilisai 0.0
clotilde 0.0
10th 1.0
hoelun 0.0
gajananrao 1.0
parimal 1.0
levance 1.0
ulunma 0.0
kalimuddin 1.0
visvanathan 1.0
eileen 0.0
boity 0.0
gronkh 1.0
stroller 1.0
hoshiiwato 1.0
memphis 0.8333333333333334
filinto 1.0
sameksha 0.0
machel 1.0
tokutomi 1.0
djedmaatesankh 0.0
ludgerio 1.0
mzila 1.0
hokishe 1.0
abiye 1.0
afrasheem 1.0
yobie 1.0
lehmber 1.0
iriel 1.0
rushanara 0.0
bertalan 1.0
slacker 1.0
josemi 1.0
naubakht 1.0
sanell 0.0
velasquita 0.0
majorie 0.0
queena 0.0
shubert 1.0
nasrdin 1.0
yalany 1.0
ovonramwen 1.0
semjbaataryn 1.0
harijaona 1.0
joselu 1.0
aderemi 1.0
mhadjou 1.0
zakariyau 1.0
cochi 1.0
waheedul 1.0
josele 1.0
khadyr 1.0
tisethor 0.0
joselo 1.0
alperay 1.0
gerben 1.0
fatimah 0.0
jiiva 1.0
sariamin 0.0
abish 0.0
boios 1.0
denyse 0.0
amelle 0.0
soumendu 1.0
dengizich 1.0
djimba 1.0
luzviminda 0.0
heidy 0.0
dhol 1.0
gronow 1.0
irwandi 1.0
nourdin 1.0
shmuley 1.0
malaya 0.0
rozlyn 0.0
chandroth 1.0
malaye 1.0
victoria, 0.0
trahlyta 0.0
heida 0.0
machal 1.0
machan 1.0
samaratungga 1.0
heide 0.0
syaifudin 1.0
malewiebamani 1.0
boira 1.0
augurio 1.0
mulraj 1.0
takurua 1.0
heidi 0.0
sanele 1.0
thounaojam 1.0
djiman 1.0
sanela 0.0
ejike 1.0
criolo 1.0
onesicritus 1.0
boiki 1.0
cocco 0.0
anicius 1.0
spice 0.5
lourival 1.0
screen 1.0
praneeth 1.0
lashinda 0.0
djong 1.0
aberjhani 1.0
wooda 1.0
psychosiz 1.0
atlanersa 1.0
amelie 0.0
lucecita 0.0
lilius 1.0
amelia 0.0
mwanawina 1.0
birdsongs 1.0
abing 1.0
meenakshi 0.05555555555555555
baybars 1.0
perrozompopo 1.0
woods 1.0
zhor 0.0
shmulik 1.0
moammar 1.0
bozidar 1.0
zhou 0.7666666666666667
woody 1.0
damodara 1.0
malati 0.0
sauvolle 1.0
boiko 1.0
joseph 1.0
dauto 1.0
faida 0.0
lariel 1.0
lovrenc 1.0
modomnoc 1.0
abdelmoumene 1.0
eilene 0.0
emigdio 1.0
boima 1.0
huan 1.0
icchokas 1.0
sobekemhat 1.0
spier 1.0
abhimann 1.0
prijono 1.0
needlz 1.0
chapchai 1.0
abipa 1.0
elivera 0.0
sahneuti 1.0
voula 0.0
queenz 0.0
myratgeldy 1.0
rapama 1.0
lilith 0.0
sture 1.0
greensboro 1.0
martrell 1.0
ghorbanali 1.0
leivinha 1.0
wutthisak 1.0
magglio 1.0
gannys 1.0
kommidi 1.0
faiek 1.0
shuree 0.0
mbom 1.0
takushiro 1.0
elyakum 1.0
dioscoro 1.0
polonca 0.0
huck 1.0
walthari 1.0
blazena 0.0
malang 1.0
suddhasattwa 1.0
malani 1.0
losalini 0.0
heaðolaf 1.0
yeoville 1.0
iginia 0.0
chin-hui 1.0
victorien 1.0
chigusa 0.0
milbourne 1.0
gopala 1.0
vanness 1.0
iginio 1.0
wonny 1.0
hube 1.0
sabihuddin 1.0
katell 0.0
hubi 1.0
amelda 0.0
corentine 0.0
zakariyya 1.0
tiberinus 1.0
bojja 1.0
deasun 1.0
dhun 1.0
chosuke 1.0
bojil 1.0
hilderaldo 1.0
ranganayaki 0.0
saidiya 0.0
davud 1.0
huen 0.0
taliya 0.0
spragga 1.0
fajar 1.0
sybil 0.0
pharantzem 1.0
antelothanasis 1.0
davut 1.0
davur 1.0
lurton 1.0
wlodimir 1.0
gopana 1.0
naseib 1.0
josefa 0.42105263157894735
ledian 1.0
bherulal 1.0
aavishkar 1.0
sherron 0.6666666666666666
rousseau 1.0
sherrod 1.0
aljosha 1.0
remedios 0.0
svjetlan 1.0
zhuo 0.3333333333333333
roxelana 0.0
tabalus 1.0
chayanne 1.0
ramashankar 1.0
liubov 0.0
walthard 1.0
katsunuma 1.0
fortunato 1.0
huda 0.0
syngman 1.0
danford 1.0
tamagusuku 1.0
davod 1.0
sedric 1.0
hugo 1.0
siphelele 1.0
kibwe 1.0
windle 1.0
lesław 1.0
jahanbakht 1.0
kyokutenzan 1.0
davou 1.0
provost 1.0
davor 1.0
vahshi 1.0
malaka 1.0
davon 1.0
davok 1.0
kateri 0.0
hugh 1.0
seveci 1.0
sherrie 0.0
heizo 1.0
quique 1.0
puhua 1.0
davið 1.0
katepu 1.0
lindiwe 0.0
huey 1.0
occupe 1.0
mareena 0.0
chihchun 0.0
malala 0.0
aemilius 1.0
sherril 0.0
alhandra 1.0
sherrin 1.0
fajah 0.0
salawati 0.0
oringe 1.0
gemunu 1.0
walthall 1.0
tønes 1.0
nivalter 1.0
miervaldis 1.0
malali 0.0
typist 1.0
pentti 1.0
atushe 1.0
islam-ud-din 1.0
huia 1.0
malama 0.0
gotthardt 1.0
mitsutoshi 1.0
pitcheswara 1.0
diomidis 1.0
beatmaster 1.0
huib 1.0
chadwick 1.0
ryhor 1.0
wonho 1.0
theodule 1.0
sindarius 1.0
lizzette 0.0
rodman 1.0
jindriska 0.0
windol 1.0
simeonie 1.0
tochioyama 1.0
pokotoa 1.0
wonik 1.0
window 0.0
marigene 0.0
armend 1.0
madockawando 1.0
alaeddin 1.0
talisa 0.0
talish 1.0
evander 1.0
victorine 0.0
brahmeshwar 1.0
uldarico 1.0
kateryna 0.0
plastician 1.0
castleton 1.0
denzel 1.0
shuttarna 1.0
pantites 1.0
zeynelabidin 1.0
scribonius 1.0
ryukozan 1.0
lilian 0.1111111111111111
motiram 1.0
djimon 1.0
liliam 0.0
orinda 0.0
esoteric 1.0
daviz 1.0
kamalutdin 1.0
lilias 0.0
mariniana 0.0
vazgen 1.0
horrie 1.0
davit 1.0
davis 1.0
quadtrine 1.0
aristobulus 1.0
bojay 1.0
franzone 1.0
irita 0.0
scholefield 1.0
hermona 0.0
bojan 0.989247311827957
sitamadji 1.0
spazzkid 1.0
taliqu 1.0
banyat 1.0
jennyfer 0.0
aristagoras 1.0
kineke 0.0
srikanto 1.0
diah 0.0
lariza 0.0
farrington 1.0
kefeng 1.0
irish 1.0
studs 1.0
srikanth 1.0
fever 1.0
diaa 1.0
narayanasami 1.0
abdelkhalek 1.0
klayton 1.0
nityesh 1.0
huma 0.0
diaz 0.6666666666666666
anuroop 1.0
mangsong 1.0
hume 1.0
marlbert 1.0
boonpong 1.0
dias 1.0
pestonji 1.0
cumianus 1.0
pajonga 1.0
diao 0.5
dian 0.38461538461538464
berlin 1.0
lutzenkirchen 1.0
shurguchi 1.0
dial 1.0
aneesh 1.0
longworth 1.0
nikitaras 1.0
henning 1.0
inquisidor 1.0
berlie 0.0
akenehi 0.0
ediberto 1.0
yobes 1.0
hulu 1.0
bagavathi 1.0
heiti 1.0
sudheer 1.0
maksimas 1.0
victorino 1.0
srikanta 1.0
mzolisi 1.0
faizi 1.0
elyakim 1.0
gokaraju 1.0
neilson 1.0
cumhur 1.0
aneeta 0.0
vikramjit 1.0
raghad 0.0
hulk 1.0
minyon 0.0
raghab 1.0
faiza 0.0
sanyika 1.0
stuff 1.0
chicita 0.0
dick 1.0
tamilanban 1.0
ilguilas 1.0
dice 1.0
magsud 1.0
raghaw 1.0
raghav 1.0
eadhild 1.0
balagangadharanatha 1.0
wahkare 1.0
heita 1.0
torjus 1.0
chelidonia 0.0
denzil 1.0
ziba 0.5
andrianmanotronavalonimerina 1.0
beirne 1.0
enver 1.0
altiero 1.0
huon 1.0
dico 1.0
eglington 0.0
malabo 1.0
davey 1.0
hunt 1.0
vagharsh 1.0
heirs 1.0
marilinda 0.0
heiri 1.0
ziad 1.0
daven 1.0
satsuki 0.2857142857142857
lilies 0.0
huna 1.0
mildgyth 0.0
najm-e 1.0
ilayathambi 0.0
hung 0.7222222222222222
producer 1.0
huni 1.0
hayyim 1.0
machonet 1.0
winder 1.0
djoomart 1.0
baindari 1.0
dien 1.0
tatomir 1.0
diem 0.0
krisdayanti 0.0
talhaearn 1.0
bosskey 1.0
malsawmfela 1.0
maladi 1.0
jenista 0.0
faith 0.041666666666666664
diegis 1.0
vicario 1.0
uskhal 1.0
somhairle 1.0
oginohana 1.0
larive 1.0
heremigarius 1.0
arvonne 0.0
feliciano 1.0
yehudit 0.0
hurd 1.0
davin 1.0
thoiba 1.0
asparuh 1.0
totakacharya 1.0
dabney 1.0
ealdbert 1.0
davie 1.0
peanut 0.5
david 0.9993
diet 1.0
daigoro 1.0
yıldırım 1.0
davia 0.0
diep 1.0
talite 1.0
zico 1.0
ragheb 1.0
rebati 1.0
aleran 1.0
naseeb 1.0
lilico 0.0
iring 1.0
didi 0.6363636363636364
joseba 1.0
abdirahim 1.0
aristaces 1.0
irini 0.0
yobal 1.0
irine 0.0
naseem 0.6
talita 0.0
dida 1.0
aislan 1.0
irina 0.004273504273504274
zick 1.0
shivakant 1.0
glynor 1.0
naseer 1.0
didz 1.0
tønne 1.0
halsey 1.0
yatindra 1.0
xiaohan 0.0
didy 0.0
ledina 0.0
folashade 0.0
stubb 1.0
dido 0.5555555555555556
orabindu 0.0
zarmanochegas 1.0
bohus 1.0
movsas 1.0
movsar 1.0
sulaimanu 1.0
marisha 0.0
luwamo 1.0
lahoussine 1.0
gento 1.0
husi 1.0
hush 1.0
aljame 1.0
oltos 1.0
palazzo 1.0
ekwueme 1.0
naonori 1.0
abiyote 1.0
husn 0.0
kumaradasa 1.0
melcior 1.0
hust 1.0
rinnal 1.0
najlah 0.0
yoana 0.0
rinnat 1.0
gabit 1.0
josselyn 0.0
sarsen 1.0
dinand 0.0
gabin 1.0
parinda 1.0
aksana 0.0
chilala 1.0
zied 1.0
gerald 1.0
hamdeen 1.0
lucreaty 0.0
pseudonymous 1.0
beedie 1.0
nemattanew 1.0
alamara 1.0
affendy 1.0
defari 1.0
masimba 1.0
onalenna 1.0
guernica 0.0
sharolyn 0.0
phiset 1.0
duggan 1.0
mariska 0.0
saiyid 1.0
asipeli 1.0
tehching 1.0
dontaye 1.0
mentore 1.0
jihmi 1.0
zigu 1.0
raghib 1.0
genta 0.0
duggar 1.0
zigi 1.0
daubridgecourt 1.0
giusva 1.0
huub 1.0
shinsaku 1.0
ziga 1.0
pearson 1.0
lembit 1.0
miliani 1.0
markorgis 1.0
11th 1.0
sahdona 1.0
hermanus 1.0
filimon 1.0
ankhtifi 1.0
matlaccohuatl 1.0
kirovs 1.0
sprague 0.5
anisya 0.0
embrik 1.0
jeyson 1.0
movses 1.0
bhabananda 1.0
zija 1.0
sokles 1.0
fahmi 1.0
honiana 1.0
morfyw 1.0
muzzy 1.0
emeline 0.0
uchechi 0.0
fahma 0.0
gaber 1.0
gabes 1.0
dike 1.0
rakhmet 1.0
huvi 1.0
keakealani 1.0
kathinka 0.0
arrhidaeus 1.0
dika 0.0
cobie 0.25
giusto 1.0
macnelly 1.0
dontari 1.0
kaributas 1.0
genny 0.25
antwaun 1.0
quazi 1.0
phisit 1.0
luizao 1.0
gabby 0.5
dimo 1.0
balduin 1.0
seisaku 1.0
pytor 1.0
dimi 0.0
scato 1.0
dinh 1.0
ryuzaburo 1.0
jnanasutra 1.0
qory 0.0
genni 0.0
ding 0.7872340425531915
javaid 1.0
shaoquett 1.0
dine 1.0
dinc 1.0
gabbi 0.0
dina 0.043010752688172046
rhandy 1.0
esben 1.0
sangeetha 0.0
annada 1.0
dunduzu 1.0
gizzi 0.0
jamgon 1.0
zila 0.0
sandadas 1.0
nutsa 0.0
marisol 0.045454545454545456
venancio 1.0
dinalo 1.0
huya 1.0
pravrajika 0.0
dill 1.0
rostyslav 1.0
peveril 1.0
radoljub 1.0
dime 1.0
dima 0.2857142857142857
herblock 1.0
genoa 0.0
hitro 1.0
zika 1.0
marquinhos 1.0
sharolta 0.0
sporus 1.0
dios 1.0
dior 0.5
ryuryukyo 1.0
zino 1.0
chilaun 1.0
diop 1.0
hermanis 1.0
dion 0.9666666666666667
pengfei 1.0
jibrail 1.0
qubad 1.0
zinn 1.0
fetty 1.0
hormisdas 1.0
lakhuji 1.0
dipa 0.25
zina 0.08333333333333333
talulah 0.0
zine 1.0
gabar 1.0
dinu 1.0
fahid 1.0
amenemhat 1.0
shequida 1.0
dino 1.0
ryosei 1.0
anisul 1.0
rodnay 1.0
felicula 0.0
dink 1.0
bajkam 1.0
hoylande 0.0
dini 0.0
connor 1.0
dioh 1.0
streeter 1.0
irhan 1.0
anisur 1.0
connop 1.0
shubhada 0.0
imunga 1.0
masakiyo 1.0
eanna 0.6666666666666666
takeichi 1.0
takemoto 1.0
fahim 1.0
cheshire 0.0
fahir 1.0
evridiki 0.0
diny 0.0
genju 1.0
ippongi 0.0
hitoe 0.0
silsby 1.0
fetra 1.0
fahey 1.0
oktovianus 1.0
igbekele 1.0
jazmyn 0.0
dirk 1.0
filimer 1.0
abhra 1.0
marissa 0.0
genji 1.0
zipp 1.0
dire 0.5
sihahanu 1.0
junzaburo 1.0
amirmachmud 1.0
dira 0.0
vicatan 1.0
gajaga 1.0
anissa 0.0
northlandz 1.0
makaziwe 0.0
dipu 0.5
fetsi 1.0
richpal 1.0
haulie 1.0
dipp 1.0
cecile 0.0
beecher 1.0
kitabgi 1.0
genko 1.0
madhabi 0.0
hartwig 1.0
synyster 1.0
genki 1.0
zion 1.0
loftus 1.0
djimrangar 1.0
cecily 0.0
loftur 1.0
keavon 1.0
yoash 1.0
charbel 1.0
ustadh 1.0
rovana 0.0
coban 1.0
masuccio 1.0
gioseffo 1.0
starla 0.0
prachya 1.0
gajala 0.0
goto80 1.0
iyanla 0.0
alesso 1.0
fredesvinda 0.0
morgan 0.7844036697247706
jigger 1.0
diti 0.0
benezet 1.0
dith 1.0
douschka 0.0
dita 0.0
chichester 1.0
ziri 0.5
genis 1.0
hermanni 1.0
lofton 1.0
fahed 1.0
misfit 0.0
gizur 1.0
dirt 1.0
mochtar 1.0
courtnay 0.0
genia 0.16666666666666666
genie 0.0
dinara 0.0
javare 1.0
shusei 1.0
wonci 0.0
fahem 1.0
gaetan 1.0
shusha 0.0
zajnagul 0.0
etakkama 1.0
alagie 1.0
kikkuli 1.0
scilla 0.0
ngangbam 0.0
zito 1.0
phakamile 1.0
kirpal 1.0
yoann 1.0
kawennahere 0.0
wibjorn 1.0
yazid 1.0
vesteinn 1.0
deshea 1.0
yoani 0.0
ferjenel 1.0
ponkunnam 1.0
oluseyi 1.0
mohlabi 1.0
diva 0.0
nicolle 0.0
starke 1.0
ilim-ilimma 1.0
ishfakul 1.0
datti 1.0
gengo 1.0
outgert 1.0
handszar 1.0
havilland 1.0
zita 0.0
zarmihr 1.0
ashraf 0.9285714285714286
datta 1.0
dito 1.0
gwawr 0.0
ivideliza 0.0
volbrecht 1.0
eraric 1.0
dattu 1.0
vesanto 0.0
srinivas 1.0
sivadasa 1.0
zisi 1.0
datto 1.0
ablaye 1.0
rawlston 1.0
auguste 0.9728260869565217
tiamiou 1.0
augusto 1.0
geoff 1.0
berkay 1.0
jeronymus 1.0
diwu 1.0
narimantas 1.0
lonelady 0.0
yayuk 0.0
morgen 1.0
tadaaki 1.0
augusty 1.0
augusts 1.0
toquinho 1.0
zivi 1.0
ivaturi 1.0
ndala 1.0
vangjush 1.0
dixe 1.0
sterlin 1.0
djoir 0.0
ziva 0.0
nedeljko 1.0
kiara 0.0
kindal 1.0
hwanhee 1.0
safiullah 1.0
gannon 1.0
forshaw 1.0
phajo 1.0
suellen 0.0
wayland 1.0
nutan 0.3333333333333333
sugiyama 1.0
frederique 0.0
sotero 1.0
krajina 1.0
abike 0.0
dausa 1.0
sanguan 1.0
rebbie 0.0
sitaleki 1.0
pesach 1.0
eilert 1.0
ziya 0.9375
muzio 1.0
dontrelle 1.0
deshin 1.0
sujeet 1.0
nanyak 1.0
gilcimar 1.0
yoshikuni 1.0
eilera 0.0
diya 0.0
jimutavahana 1.0
riette 0.0
dixy 0.0
monster 1.0
boomerang 1.0
chinthana 1.0
suseela 0.0
neoklis 1.0
chichay 0.0
connie 0.25757575757575757
hroar 1.0
augusta 0.0
robmariel 0.0
djoko 1.0
jehoida 1.0
polyxenos 1.0
enuka 0.0
mandaryna 0.0
kalaikkal 1.0
jakelyne 0.0
skylar 0.6
sadanofuji 1.0
matyas 1.0
charmides 1.0
aleska 0.0
vahrez 1.0
abiel 1.0
ruadhri 1.0
pongpipat 1.0
khaosai 1.0
khader 1.0
aleski 1.0
trivikrama 1.0
anisha 0.0
toriko 0.0
mundhir 1.0
crinis 1.0
military 0.0
mushaukwa 1.0
connla 1.0
gunnbjorn 1.0
kahinda 1.0
waters 1.0
zizi 0.4
rodner 1.0
orrick 1.0
rodney 1.0
electrico 1.0
torild 0.0
mogubai 0.0
akhtarul 1.0
messoud 1.0
nocera 0.0
doljingiin 1.0
dizu 1.0
amemar 1.0
torill 0.0
eugenius 1.0
ziyu 1.0
osmund 1.0
sanger 1.0
farnell 1.0
rodnei 1.0
anisio 1.0
khaddi 0.0
chunseong 1.0
errikos 1.0
srinivasaraghavan 1.0
phani 1.0
huybrecht 1.0
alankrita 0.0
ashur-nirari 1.0
ushitaro 1.0
mesh-29 1.0
bezprym 1.0
gruff 1.0
daouda 1.0
quail 1.0
priaulx 0.0
pensri 0.0
erlendur 1.0
odlanier 1.0
gabry 1.0
ignatas 1.0
yayoi 0.0
overweight 0.0
chinthaka 1.0
benamar 1.0
ercandize 1.0
goksel 1.0
ashrin 1.0
jihad 1.0
matsudono 1.0
farkhondeh 0.0
maelsuthan 1.0
helvidius 1.0
boies 1.0
cassandane 0.0
karijotas 1.0
issifou 1.0
kroekrit 1.0
skyler 0.5555555555555556
saidamen 1.0
syama 1.0
phara 0.0
enuga 1.0
rudolfine 0.0
nicolae 1.0
jelmer 1.0
abiah 1.0
khadja 0.0
nicolai 1.0
nicolaj 1.0
yamakawa 0.5
nicolao 1.0
jurelang 1.0
djau 1.0
nicolas 1.0
nicolau 1.0
khadim 1.0
jagadananda 1.0
djan 1.0
nicolay 1.0
berkin 1.0
abias 1.0
phase 1.0
yomatzy 0.0
gabre 0.5
prosigoj 1.0
gabri 1.0
konkordiya 0.0
gilmelandia 0.0
haukur 1.0
idaira 0.0
maelgwn 1.0
gabra 1.0
antenor 1.0
shuroy 1.0
shushanik 0.0
cobus 1.0
sangam 0.0
schelte 1.0
louisette 0.0
caswell 1.0
sangay 0.6666666666666666
henadiy 1.0
syang 0.0
toyozakura 1.0
sangat 1.0
jazmin 0.2
schelto 1.0
yashraj 1.0
pesakh 1.0
harumitsu 1.0
scape 1.0
duggie 1.0
ndawa 1.0
ablade 1.0
crowell 1.0
grubb 1.0
inoslav 1.0
dominicus 1.0
boyden 1.0
phaon 1.0
surafiel 1.0
alesia 0.0
quang 1.0
geraud 1.0
genzo 1.0
tuluva 1.0
abida 0.0
sheizaf 1.0
connan 1.0
khadga 1.0
aglaonice 0.0
connad 1.0
torino 1.0
gabor 0.9931972789115646
alesha 0.0
manasvi 0.0
yamelin 0.0
bechara 1.0
quame 1.0
nawroz 1.0
chiranjeet 1.0
gangaraju 1.0
meyrick 1.0
cobra 0.5
madhavi 0.0
genya 0.0
sekheperenre 1.0
dorathy 0.0
nimesh 1.0
ridhima 0.0
gannit 0.0
neiron 1.0
ndaye 1.0
olatunji 1.0
ludovicus 1.0
madhava 1.0
frontinus 1.0
nicolette 0.0
shakhmirza 1.0
nurcahyo 1.0
esbon 1.0
nicoletta 0.0
manasse 1.0
nicoletto 1.0
gable 1.0
eudokia 0.2857142857142857
djet 1.0
yauheni 1.0
djer 1.0
torita 0.0
amelyn 0.0
johnley 1.0
saiyok 1.0
hridoy 1.0
liborio 1.0
muthulakshmi 0.0
earthquake 1.0
waylain 1.0
nawruz 1.0
daudi 1.0
daude 0.0
parinya 0.5
dauda 1.0
adrianinho 1.0
